Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Accounting_Standard__c,Allocation_Type__c,Allocation__c,Amount_Reference__c,Autonumber__c,Company_Identifier__c,Company_Ledger__c,Company__c,Consolidation_Ledger__c,Default_GL_Account__c,Default_Intercompany__c,Effective_End_Date__c,Effective_Start_Date__c,Expected_Sign__c,ExtId__c,FX_Date_Path__c,FX_Flow__c,GL_Account_Identifier__c,GL_Account_Reference_Value__c,GL_Account__c,Intercompany_Reference_Value__c,Intercompany__c,Line_Type__c,Object_Name__c,Object__c,Raise_Exceptions_for_Blank_Amounts__c,Role__c,Rule_Type__c,Statutory_Ledger__c,SubTransaction_Type__c,Subsidiary_Ledger__c,Suppress_Zero_Amount_Lines__c,Transaction__c,Unique_Key__c
a071I000001oL4AQAU,0051I000000r0mDQAQ,False,AR-0000000394,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000394,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQCdt9100000I170a,,,,Inventory_Change__r.Reason_Code__r.GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Adjustment Decrease,False,False,Adjustment,a081I000000yNVYQA2|Inventory_Change__c||Adjustment|Adjustment Decrease||CR||2015-09-01 04:04:12
a071I000001oL4BQAU,0051I000000r0mDQAQ,False,AR-0000000395,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000395,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQDdt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Adjustment Decrease,False,False,Adjustment,a081I000000yNVYQA2|Inventory_Change__c||Adjustment|Adjustment Decrease||DR||2015-09-01 04:04:12
a071I000001oL4CQAU,0051I000000r0mDQAQ,False,AR-0000000396,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000396,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQEdt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Adjustment Increase,False,False,Adjustment,a081I000000yNVYQA2|Inventory_Change__c||Adjustment|Adjustment Increase||DR||2015-09-01 04:04:12
a071I000001oL4DQAU,0051I000000r0mDQAQ,False,AR-0000000397,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000397,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQFdt9100000I170a,,,,Inventory_Change__r.Reason_Code__r.GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Adjustment Increase,False,False,Adjustment,a081I000000yNVYQA2|Inventory_Change__c||Adjustment|Adjustment Increase||CR||2015-09-01 04:04:12
a071I000001oL4EQAU,0051I000000r0mDQAQ,False,AR-0000000398,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000398,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQGdt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer,False,False,Transfer,a081I000000yNVYQA2|Inventory_Change__c||Transfer|Transfer||DR||2015-09-01 04:04:12
a071I000001oL4FQAU,0051I000000r0mDQAQ,False,AR-0000000399,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000399,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQHdt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer,False,False,Transfer,a081I000000yNVYQA2|Inventory_Change__c||Transfer|Transfer||CR||2015-09-01 04:04:12
a071I000001oKzlQAE,0051I000000r0mDQAQ,False,AR-0000000121,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000121,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQobt9100000I170a,,,,,a1I1I000001NHdoUAG,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Prepayment Applied,False,False,Receipt,a081I000000yNVYQA2|Customer_Receipt__c||Receipt|Prepayment Applied||DR||2015-09-01 04:04:12
a071I000001oKzmQAE,0051I000000r0mDQAQ,False,AR-0000000122,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000122,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQpbt9100000I170a,,,,,a1I1I000001NHePUAW,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Prepayment Applied,False,False,Receipt,a081I000000yNVYQA2|Customer_Receipt__c||Receipt|Prepayment Applied||CR||2015-09-01 04:04:12
a071I000001oKznQAE,0051I000000r0mDQAQ,False,AR-0000000123,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000123,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQqbt9100000I170a,,,,,a1I1I000001NHe4UAG,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Unearned Terms Discount,False,False,Receipt,a081I000000yNVYQA2|Customer_Receipt__c||Receipt|Unearned Terms Discount||DR||2015-09-01 04:04:12
a071I000001oKzoQAE,0051I000000r0mDQAQ,False,AR-0000000124,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000124,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQrbt9100000I170a,,,,,a1I1I000001NHeRUAW,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Unearned Terms Discount,False,False,Receipt,a081I000000yNVYQA2|Customer_Receipt__c||Receipt|Unearned Terms Discount||CR||2015-09-01 04:04:12
a071I000001oKzpQAE,0051I000000r0mDQAQ,False,AR-0000000125,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000125,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQsbt9100000I170a,,,,Reason_Code__r.GL_Account__c,,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Writeoff,False,False,Receipt,a081I000000yNVYQA2|Customer_Receipt__c||Receipt|Writeoff||DR||2015-09-01 04:04:12
a071I000001oKzqQAE,0051I000000r0mDQAQ,False,AR-0000000126,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000126,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQtbt9100000I170a,,,,,a1I1I000001NHeRUAW,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Writeoff,False,False,Receipt,a081I000000yNVYQA2|Customer_Receipt__c||Receipt|Writeoff||CR||2015-09-01 04:04:12
a071I000001oKzrQAE,0051I000000r0mDQAQ,False,AR-0000000127,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000127,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQubt9100000I170a,,,,,a1I1I000001NHdTUAW,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Rounding,False,False,Receipt,a081I000000yNVYQA2|Customer_Receipt__c||Receipt|Rounding||DR||2015-09-01 04:04:12
a071I000001oKzsQAE,0051I000000r0mDQAQ,False,AR-0000000128,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000128,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQvbt9100000I170a,,,,,a1I1I000001NHdTUAW,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Rounding,False,False,Receipt,a081I000000yNVYQA2|Customer_Receipt__c||Receipt|Rounding||CR||2015-09-01 04:04:12
a071I000001oKztQAE,0051I000000r0mDQAQ,False,AR-0000000129,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000129,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQwbt9100000I170a,,,,,a1I1I000001NHePUAW,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Claim Payment,False,False,Receipt,a081I000000yNVYQA2|Customer_Receipt__c||Receipt|Claim Payment||DR||2015-09-01 04:04:12
a071I000001oKzuQAE,0051I000000r0mDQAQ,False,AR-0000000130,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000130,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQxbt9100000I170a,,,,Claim__r.AR_Reason_Code__r.GL_Account__c,,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Claim Payment,False,False,Receipt,a081I000000yNVYQA2|Customer_Receipt__c||Receipt|Claim Payment||CR||2015-09-01 04:04:12
a071I000001oKzvQAE,0051I000000r0mDQAQ,False,AR-0000000131,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000131,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQybt9100000I170a,,,,,a1I1I000001NHePUAW,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Unapplied Prepayment,False,False,Refund,a081I000000yNVYQA2|Customer_Receipt__c||Refund|Refund Unapplied Prepayment||DR||2015-09-01 04:04:12
a071I000001oKzwQAE,0051I000000r0mDQAQ,False,AR-0000000132,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000132,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQzbt9100000I170a,,,,,a1I1I000001NHdoUAG,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Unapplied Prepayment,False,False,Refund,a081I000000yNVYQA2|Customer_Receipt__c||Refund|Refund Unapplied Prepayment||CR||2015-09-01 04:04:12
a071I000001oKzxQAE,0051I000000r0mDQAQ,False,AR-0000000133,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000133,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ0ct9100000I170a,,,,,a1I1I000001NHePUAW,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Applied Prepayment,False,False,Refund,a081I000000yNVYQA2|Customer_Receipt__c||Refund|Refund Applied Prepayment||DR||2015-09-01 04:04:12
a071I000001oKzyQAE,0051I000000r0mDQAQ,False,AR-0000000134,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000134,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ1ct9100000I170a,,,,,a1I1I000001NHeRUAW,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Applied Prepayment,False,False,Refund,a081I000000yNVYQA2|Customer_Receipt__c||Refund|Refund Applied Prepayment||CR||2015-09-01 04:04:12
a071I000001oKzzQAE,0051I000000r0mDQAQ,False,AR-0000000135,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000135,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ2ct9100000I170a,,,,,a1I1I000001NHePUAW,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Applied Payment,False,False,Refund,a081I000000yNVYQA2|Customer_Receipt__c||Refund|Refund Applied Payment||DR||2015-09-01 04:04:12
a071I000001oL00QAE,0051I000000r0mDQAQ,False,AR-0000000136,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000136,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ3ct9100000I170a,,,,,a1I1I000001NHeRUAW,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Applied Payment,False,False,Refund,a081I000000yNVYQA2|Customer_Receipt__c||Refund|Refund Applied Payment||CR||2015-09-01 04:04:12
a071I000001oL01QAE,0051I000000r0mDQAQ,False,AR-0000000137,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000137,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ4ct9100000I170a,,,,,a1I1I000001NHePUAW,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Unapplied Overpayment,False,False,Refund,a081I000000yNVYQA2|Customer_Receipt__c||Refund|Refund Unapplied Overpayment||DR||2015-09-01 04:04:12
a071I000001oL02QAE,0051I000000r0mDQAQ,False,AR-0000000138,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000138,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ5ct9100000I170a,,,,,a1I1I000001NHdoUAG,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Unapplied Overpayment,False,False,Refund,a081I000000yNVYQA2|Customer_Receipt__c||Refund|Refund Unapplied Overpayment||CR||2015-09-01 04:04:12
a071I000001oL03QAE,0051I000000r0mDQAQ,False,AR-0000000139,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000139,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ6ct9100000I170a,,,,,a1I1I000001NHePUAW,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Credit,False,False,Refund,a081I000000yNVYQA2|Customer_Receipt__c||Refund|Refund Credit||DR||2015-09-01 04:04:12
a071I000001oL4GQAU,0051I000000r0mDQAQ,False,AR-0000000400,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000400,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQIdt9100000I170a,,,,,a1I1I000001NHe7UAG,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Shipment,False,False,Transfer,a081I000000yNVYQA2|Inventory_Change__c||Transfer|Transfer Shipment||DR||2015-09-01 04:04:12
a071I000001oL4HQAU,0051I000000r0mDQAQ,False,AR-0000000401,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,Purchase_Price__c,0000000401,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ1dt9100000I170a,,,,,a1I1I000001NHeZUAW,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Purchase Order Receipt,False,False,In-Transit Purchase Order Receipt,a081I000000yNVYQA2|Inventory_Change__c||In-Transit Purchase Order Receipt|Purchase Order Receipt||CR|-704566336|2015-09-01 04:04:12
a071I000001oL4IQAU,0051I000000r0mDQAQ,False,AR-0000000402,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,,0000000402,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQKdt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Receipt,False,False,Transfer,a081I000000yNVYQA2|Inventory_Change__c||Transfer|Transfer Receipt||DR||2015-09-01 04:04:12
a071I000001oL4JQAU,0051I000000r0mDQAQ,False,AR-0000000403,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,,0000000403,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQLdt9100000I170a,,,,,a1I1I000001NHe7UAG,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Receipt,False,False,Transfer,a081I000000yNVYQA2|Inventory_Change__c||Transfer|Transfer Receipt||CR||2015-09-01 04:04:12
a071I000001oL4KQAU,0051I000000r0mDQAQ,False,AR-0000000404,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,,0000000404,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQMdt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,This is incorrect - also need Undo Pick,Inventory_Change__c,Inventory Change,False,,NA,False,Transfer Order Pick,False,False,Transfer,a081I000000yNVYQA2|Inventory_Change__c||Transfer|Transfer Order Pick|This is incorrect - also need Undo Pick|NA||2015-09-01 04:04:12
a071I000001oL4LQAU,0051I000000r0mDQAQ,False,AR-0000000405,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,,0000000405,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQNdt9100000I170a,,,,,a1I1I000001NHeZUAW,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Order Shipment,False,False,Transfer Order Shipment,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Shipment|Transfer Order Shipment||DR||2015-09-01 04:04:12
a071I000001oL4MQAU,0051I000000r0mDQAQ,False,AR-0000000406,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,Purchase_Price__c,0000000406,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQOdt9100000I170a,,,,,a1I1I000001NHe7UAG,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Order Shipment,False,False,Transfer Order Shipment,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Shipment|Transfer Order Shipment||DR|-704566336|2015-09-01 04:04:12
a071I000001oL4NQAU,0051I000000r0mDQAQ,False,AR-0000000407,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,,0000000407,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQPdt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Order Shipment,False,False,Transfer Order Shipment,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Shipment|Transfer Order Shipment||CR||2015-09-01 04:04:12
a071I000001oL4OQAU,0051I000000r0mDQAQ,False,AR-0000000408,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,Extended_Price__c,0000000408,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQQdt9100000I170a,,,,,a1I1I000001NHe7UAG,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Order Shipment,False,False,Transfer Order Shipment,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Shipment|Transfer Order Shipment||CR|352904135|2015-09-01 04:04:12
a071I000001oL4PQAU,0051I000000r0mDQAQ,False,AR-0000000409,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,,0000000409,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQRdt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Order Receipt,False,False,Transfer Order Receipt,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Receipt|Transfer Order Receipt||DR||2015-09-01 04:04:12
a071I000001oL4QQAU,0051I000000r0mDQAQ,False,AR-0000000410,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,Purchase_Price__c,0000000410,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQSdt9100000I170a,,,,,a1I1I000001NHe7UAG,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Order Receipt,False,False,Transfer Order Receipt,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Receipt|Transfer Order Receipt||DR|-704566336|2015-09-01 04:04:12
a071I000001oL4RQAU,0051I000000r0mDQAQ,False,AR-0000000411,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,,0000000411,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQTdt9100000I170a,,,,,a1I1I000001NHeZUAW,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Order Receipt,False,False,Transfer Order Receipt,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Receipt|Transfer Order Receipt||CR||2015-09-01 04:04:12
a071I000001oL4SQAU,0051I000000r0mDQAQ,False,AR-0000000412,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,Extended_Price__c,0000000412,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQUdt9100000I170a,,,,,a1I1I000001NHe7UAG,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Order Receipt,False,False,Transfer Order Receipt,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Receipt|Transfer Order Receipt||CR|352904135|2015-09-01 04:04:12
a071I000001oL4TQAU,0051I000000r0mDQAQ,False,AR-0000000413,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,,0000000413,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQVdt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Order Undo Shipment,False,False,Transfer Order Undo Shipment,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Undo Shipment|Transfer Order Undo Shipment||DR||2015-09-01 04:04:12
a071I000001oL4UQAU,0051I000000r0mDQAQ,False,AR-0000000414,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,Extended_Price__c,0000000414,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQWdt9100000I170a,,,,,a1I1I000001NHe7UAG,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Order Undo Shipment,False,False,Transfer Order Undo Shipment,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Undo Shipment|Transfer Order Undo Shipment||DR|352904135|2015-09-01 04:04:12
a071I000001oL4VQAU,0051I000000r0mDQAQ,False,AR-0000000415,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,,0000000415,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQXdt9100000I170a,,,,,a1I1I000001NHeZUAW,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Order Undo Shipment,False,False,Transfer Order Undo Shipment,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Undo Shipment|Transfer Order Undo Shipment||CR||2015-09-01 04:04:12
a071I000001oL4WQAU,0051I000000r0mDQAQ,False,AR-0000000416,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:25.000+0000,,,a081I000000yNVYQA2,,,Purchase_Price__c,0000000416,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQYdt9100000I170a,,,,,a1I1I000001NHe7UAG,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Order Undo Shipment,False,False,Transfer Order Undo Shipment,a081I000000yNVYQA2|Inventory_Change__c||Transfer Order Undo Shipment|Transfer Order Undo Shipment||CR|-704566336|2015-09-01 04:04:12
