Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Account_Range_From__c,Account_Range_To__c,Active__c,Cash_Flow_Report_Cash__c,Cash_Flow_Report_Financing_Activity__c,Cash_Flow_Report_Investing_Activity__c,Cash_Flow_Report_Operating_Activity__c,Cash_Flow_Report_Section_Grouping__c,Cash_Flow_Subsection__c,Contra_Account__c,Description__c,ExtId__c,FX_Type__c,GL_Account_Name__c,GL_Account_Number__c,GL_Account_Unique__c,GL_Group__c,GL_Type_Code__c,GL_Type__c,Include_in_Budgets__c,Income_Statement_Report_Section_Grouping__c,Non_Cash__c,Normal_Balance__c,Order__c,Parent_GL_Account_Number__c,Report_Section_Grouping__c,Report_Section__c,Report_Sub_Section__c,Reports__c,Statement_Type__c,SubAccount_of__c,Type__c
a1I1I000001NHd5UAG,0051I000000r0mDQAQ,False,650100 - Auto Insurance,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Auto Insurance,&YAUXOk1000000I1I1a,P&L Monetary,Auto Insurance,650100,650100 - Auto Insurance,650100 - Auto Insurance,,a1J1I000001AuVPUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHd6UAG,0051I000000r0mDQAQ,False,650200 - Building Insurance,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Building Insurance,&YAUYOk1000000I1I1a,P&L Monetary,Building Insurance,650200,650200 - Building Insurance,650200 - Building Insurance,,a1J1I000001AuVPUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHd7UAG,0051I000000r0mDQAQ,False,650300 - General Liability Insurance,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,General Liability Insurance,&YAUZOk1000000I1I1a,P&L Monetary,General Liability Insurance,650300,650300 - General Liability Insurance,650300 - General Liability Insurance,,a1J1I000001AuVPUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHd8UAG,0051I000000r0mDQAQ,False,650400 - Property Insurance,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Property Insurance,&IAUaOk1000000I1I1a,P&L Monetary,Property Insurance,650400,650400 - Property Insurance,650400 - Property Insurance,,a1J1I000001AuVPUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHd9UAG,0051I000000r0mDQAQ,False,660000 - Professional Fees,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Professional Fees,&IAUbOk1000000I1I1a,P&L Monetary,Professional Fees,660000,660000 - Professional Fees,660000 - Professional Fees,,a1J1I000001AuVZUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdAUAW,0051I000000r0mDQAQ,False,660100 - Professional Fees - Legal,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Professional Fees - Legal,&IAUcOk1000000I1I1a,P&L Monetary,Professional Fees - Legal,660100,660100 - Professional Fees - Legal,660100 - Professional Fees - Legal,,a1J1I000001AuVZUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdBUAW,0051I000000r0mDQAQ,False,660200 - Professional Fees - Accounting,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Professional Fees - Accounting,&IAUdOk1000000I1I1a,P&L Monetary,Professional Fees - Accounting,660200,660200 - Professional Fees - Accounting,660200 - Professional Fees - Accounting,,a1J1I000001AuVZUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdCUAW,0051I000000r0mDQAQ,False,660300 - Professional Fees - Consulting,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Professional Fees - Consulting,&IAUeOk1000000I1I1a,P&L Monetary,Professional Fees - Consulting,660300,660300 - Professional Fees - Consulting,660300 - Professional Fees - Consulting,,a1J1I000001AuVZUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdDUAW,0051I000000r0mDQAQ,False,670000 - Other Administrative Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Other Administrative Expense,&IAUfOk1000000I1I1a,P&L Monetary,Other Administrative Expense,670000,670000 - Other Administrative Expense,670000 - Other Administrative Expense,,a1J1I000001AuVbUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdEUAW,0051I000000r0mDQAQ,False,670100 - Bank Charges,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Bank Charges,&IAUgOk1000000I1I1a,P&L Monetary,Bank Charges,670100,670100 - Bank Charges,670100 - Bank Charges,,a1J1I000001AuVbUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdFUAW,0051I000000r0mDQAQ,False,670200 - Bad Debt Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Bad Debt Expense,&IAUhOk1000000I1I1a,P&L Monetary,Bad Debt Expense,670200,670200 - Bad Debt Expense,670200 - Bad Debt Expense,,a1J1I000001AuVbUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdGUAW,0051I000000r0mDQAQ,False,670300 - Dues & Subscriptions,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Dues & Subscriptions,&IAUiOk1000000I1I1a,P&L Monetary,Dues & Subscriptions,670300,670300 - Dues & Subscriptions,670300 - Dues & Subscriptions,,a1J1I000001AuVbUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdHUAW,0051I000000r0mDQAQ,False,670500 - Warranty Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Warranty Expense,&IAUkOk1000000I1I1a,P&L Monetary,Warranty Expense,670500,670500 - Warranty Expense,670500 - Warranty Expense,,a1J1I000001AuVbUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdIUAW,0051I000000r0mDQAQ,False,680000 - Depreciation & Amortization Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Depreciation & Amortization Expense,&IAUlOk1000000I1I1a,P&L Non-Monetary,Depreciation & Amortization Expense,680000,680000 - Depreciation & Amortization Expense,680000 - Depreciation & Amortization Expense,,a1J1I000001AuVUUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdJUAW,0051I000000r0mDQAQ,False,680100 - Depreciation-Bldgs & Imprvs,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Depreciation-Bldgs & Imprvs,&IAUmOk1000000I1I1a,P&L Non-Monetary,Depreciation-Bldgs & Imprvs,680100,680100 - Depreciation-Bldgs & Imprvs,680100 - Depreciation-Bldgs & Imprvs,,a1J1I000001AuVUUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdKUAW,0051I000000r0mDQAQ,False,670400 - Office Supplies,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Office Supplies,&IAUjOk1000000I1I1a,P&L Monetary,Office Supplies,670400,670400 - Office Supplies,670400 - Office Supplies,,a1J1I000001AuVbUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdLUAW,0051I000000r0mDQAQ,False,680200 - Depreciation-Leasehold Imprvs,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Depreciation-Leasehold Imprvs,&IAUnOk1000000I1I1a,P&L Non-Monetary,Depreciation-Leasehold Imprvs,680200,680200 - Depreciation-Leasehold Imprvs,680200 - Depreciation-Leasehold Imprvs,,a1J1I000001AuVUUA0,False,,False,Credit,,,,,,,Income Statement,,Revenue
a1I1I000001NHdMUAW,0051I000000r0mDQAQ,False,680300 - Depreciation-Equipment,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Depreciation-Equipment,&IAUoOk1000000I1I1a,P&L Non-Monetary,Depreciation-Equipment,680300,680300 - Depreciation-Equipment,680300 - Depreciation-Equipment,,a1J1I000001AuVUUA0,False,,False,Credit,,,,,,,Income Statement,,Revenue
a1I1I000001NHdNUAW,0051I000000r0mDQAQ,False,680400 - Depreciation-Furniture & Fixtures,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Depreciation-Furniture & Fixtures,&IAUpOk1000000I1I1a,P&L Non-Monetary,Depreciation-Furniture & Fixtures,680400,680400 - Depreciation-Furniture & Fixtures,680400 - Depreciation-Furniture & Fixtures,,a1J1I000001AuVUUA0,False,,False,Credit,,,,,,,Income Statement,,Revenue
a1I1I000001NHdOUAW,0051I000000r0mDQAQ,False,680500 - Amortization,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Amortization,&IAUqOk1000000I1I1a,P&L Non-Monetary,Amortization,680500,680500 - Amortization,680500 - Amortization,,a1J1I000001AuVUUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdPUAW,0051I000000r0mDQAQ,False,690000 - Taxes & Licenses,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Taxes & Licenses,&IAUrOk1000000I1I1a,P&L Non-Monetary,Taxes & Licenses,690000,690000 - Taxes & Licenses,690000 - Taxes & Licenses,,a1J1I000001AuVTUA0,False,,False,Debit,,,Operating Expense,Operating Expense,,,Income Statement,,
a1I1I000001NHdQUAW,0051I000000r0mDQAQ,False,690100 - Property Taxes,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Property Taxes,&IAUsOk1000000I1I1a,P&L Non-Monetary,Property Taxes,690100,690100 - Property Taxes,690100 - Property Taxes,,a1J1I000001AuVTUA0,False,,False,Debit,,,Operating Expense,Operating Expense,,,Income Statement,,
a1I1I000001NHdRUAW,0051I000000r0mDQAQ,False,690200 - Sales & Use Taxes,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Sales & Use Taxes,&IAUtOk1000000I1I1a,P&L Non-Monetary,Sales & Use Taxes,690200,690200 - Sales & Use Taxes,690200 - Sales & Use Taxes,,a1J1I000001AuVTUA0,False,,False,Debit,,,,,,,,,
a1I1I000001NHdSUAW,0051I000000r0mDQAQ,False,700000 - Other Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Other Expense,&IAUuOk1000000I1I1a,P&L Monetary,Other Expense,700000,700000 - Other Expense,700000 - Other Expense,,a1J1I000001AuVdUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdTUAW,0051I000000r0mDQAQ,False,700300 - Rounding Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Rounding Expense,&IAUvOk1000000I1I1a,P&L Monetary,Rounding Expense,700300,700300 - Rounding Expense,700300 - Rounding Expense,,a1J1I000001AuVdUAK,False,,False,Credit,,,,,,,Income Statement,,Revenue
a1I1I000001NHdUUAW,0051I000000r0mDQAQ,False,700400 - Cash Over and Short,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Cash Over and Short,&IAUwOk1000000I1I1a,P&L Monetary,Cash Over and Short,700400,700400 - Cash Over and Short,700400 - Cash Over and Short,,a1J1I000001AuVdUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdVUAW,0051I000000r0mDQAQ,False,700600 - Interest Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Interest Expense,&IAUxOk1000000I1I1a,P&L Monetary,Interest Expense,700600,700600 - Interest Expense,700600 - Interest Expense,,a1J1I000001AuVdUAK,False,,False,Credit,,,,,,,Income Statement,,Other Comprehensive Income
a1I1I000001NHdWUAW,0051I000000r0mDQAQ,False,700700 - Gain / (Loss) on Disposal of Assets,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Gain / (Loss) on Disposal of Assets,&IAUyOk1000000I1I1a,P&L Monetary,Gain / (Loss) on Disposal of Assets,700700,700700 - Gain / (Loss) on Disposal of Assets,700700 - Gain / (Loss) on Disposal of Assets,,a1J1I000001AuVdUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHdXUAW,0051I000000r0mDQAQ,False,700800 - Unrealized FX,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Unrealized FX,&IAUzOk1000000I1I1a,UFX,Unrealized FX,700800,700800 - Unrealized FX,700800 - Unrealized FX,,a1J1I000001AuVdUAK,False,,False,,,,,,,,,,
a1I1I000001NHdYUAW,0051I000000r0mDQAQ,False,700900 - Realized FX,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Realized FX,&IAU0Pk1000000I1I1a,RFX,Realized FX,700900,700900 - Realized FX,700900 - Realized FX,,a1J1I000001AuVdUAK,False,,False,,,,,,,,,,
a1I1I000001NHdZUAW,0051I000000r0mDQAQ,False,800000 - Other Non-Operating Income,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Other Non-Operating Income,&IAU1Pk1000000I1I1a,P&L Monetary,Other Non-Operating Income,800000,800000 - Other Non-Operating Income,800000 - Other Non-Operating Income,,a1J1I000001AuVYUA0,False,,False,,,,,,,,,,
a1I1I000001NHdaUAG,0051I000000r0mDQAQ,False,800100 - Interest Income,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Interest Income,&IAU2Pk1000000I1I1a,P&L Monetary,Interest Income,800100,800100 - Interest Income,800100 - Interest Income,,a1J1I000001AuVYUA0,False,,False,,,,,,,,,,
a1I1I000001NHdbUAG,0051I000000r0mDQAQ,False,800200 - Dividend Income,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Dividend Income,&IAU3Pk1000000I1I1a,P&L Monetary,Dividend Income,800200,800200 - Dividend Income,800200 - Dividend Income,,a1J1I000001AuVYUA0,False,,False,,,,,,,,,,
a1I1I000001NHdcUAG,0051I000000r0mDQAQ,False,233000 - Employee Benefits Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Employee Benefits Payable,&YAUKNk1000000I1I1a,Monetary Non-cash,Employee Benefits Payable,233000,233000 - Employee Benefits Payable,233000 - Employee Benefits Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHddUAG,0051I000000r0mDQAQ,False,234000 - 401-K Deductions Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,401-K Deductions Payable,&YAULNk1000000I1I1a,Monetary Non-cash,401-K Deductions Payable,234000,234000 - 401-K Deductions Payable,234000 - 401-K Deductions Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdeUAG,0051I000000r0mDQAQ,False,235000 - Health Insurance Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Health Insurance Payable,&YAUMNk1000000I1I1a,Monetary Non-cash,Health Insurance Payable,235000,235000 - Health Insurance Payable,235000 - Health Insurance Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdfUAG,0051I000000r0mDQAQ,False,236000 - Federal Payroll Taxes Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Federal Payroll Taxes Payable,&YAUNNk1000000I1I1a,Monetary Non-cash,Federal Payroll Taxes Payable,236000,236000 - Federal Payroll Taxes Payable,236000 - Federal Payroll Taxes Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdgUAG,0051I000000r0mDQAQ,False,236500 - FUTA Tax Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,FUTA Tax Payable,&YAUONk1000000I1I1a,Monetary Non-cash,FUTA Tax Payable,236500,236500 - FUTA Tax Payable,236500 - FUTA Tax Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdhUAG,0051I000000r0mDQAQ,False,237000 - State Payroll Taxes Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,State Payroll Taxes Payable,&YAUPNk1000000I1I1a,Monetary Non-cash,State Payroll Taxes Payable,237000,237000 - State Payroll Taxes Payable,237000 - State Payroll Taxes Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdiUAG,0051I000000r0mDQAQ,False,237500 - SUTA Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,SUTA Payable,&YAUQNk1000000I1I1a,Monetary Non-cash,SUTA Payable,237500,237500 - SUTA Payable,237500 - SUTA Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdjUAG,0051I000000r0mDQAQ,False,237800 - Interest Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Interest Payable,&YAURNk1000000I1I1a,Monetary Non-cash,Interest Payable,237800,237800 - Interest Payable,237800 - Interest Payable,,a1J1I000001AuVSUA0,False,,False,Credit,,,,,,,Balance Sheet,,Liabilities
a1I1I000001NHdkUAG,0051I000000r0mDQAQ,False,238000 - Local Payroll Taxes Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Local Payroll Taxes Payable,&YAUSNk1000000I1I1a,Monetary Non-cash,Local Payroll Taxes Payable,238000,238000 - Local Payroll Taxes Payable,238000 - Local Payroll Taxes Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdlUAG,0051I000000r0mDQAQ,False,239000 - Income Taxes Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Income Taxes Payable,&YAUTNk1000000I1I1a,Monetary Non-cash,Income Taxes Payable,239000,239000 - Income Taxes Payable,239000 - Income Taxes Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdmUAG,0051I000000r0mDQAQ,False,240000 - Other Taxes Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Other Taxes Payable,&YAUUNk1000000I1I1a,Monetary Non-cash,Other Taxes Payable,240000,240000 - Other Taxes Payable,240000 - Other Taxes Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdnUAG,0051I000000r0mDQAQ,False,242000 - Current Portion of Long-term Debt,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Current Portion of Long-term Debt,&YAUVNk1000000I1I1a,Monetary Non-cash,Current Portion of Long-term Debt,242000,242000 - Current Portion of Long-term Debt,242000 - Current Portion of Long-term Debt,,a1J1I000001AuVSUA0,False,,False,Credit,,,,,,,Balance Sheet,,Liabilities
a1I1I000001NHdoUAG,0051I000000r0mDQAQ,False,244000 - Prepayments Received,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Prepayments Received,&YAUWNk1000000I1I1a,Monetary Cash,Prepayments Received,244000,244000 - Prepayments Received,244000 - Prepayments Received,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdpUAG,0051I000000r0mDQAQ,False,244500 - Bank Line of Credit,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Bank Line of Credit,&YAUXNk1000000I1I1a,Monetary Cash,Bank Line of Credit,244500,244500 - Bank Line of Credit,244500 - Bank Line of Credit,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdqUAG,0051I000000r0mDQAQ,False,245000 - Notes Payable - Short-term,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Notes Payable - Short-term,&YAUYNk1000000I1I1a,Non-Monetary - Non-Cash,Notes Payable - Short-term,245000,245000 - Notes Payable - Short-term,245000 - Notes Payable - Short-term,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdrUAG,0051I000000r0mDQAQ,False,247000 - Warranty Liability,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Warranty Liability,&YAUZNk1000000I1I1a,Monetary Non-cash,Warranty Liability,247000,247000 - Warranty Liability,247000 - Warranty Liability,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdsUAG,0051I000000r0mDQAQ,False,248000 - Other Current Liabilities,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Other Current Liabilities,&IAUaNk1000000I1I1a,Monetary Non-cash,Other Current Liabilities,248000,248000 - Other Current Liabilities,248000 - Other Current Liabilities,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHdtUAG,0051I000000r0mDQAQ,False,250000 - Deferred Revenue,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Deferred Revenue,&IAUbNk1000000I1I1a,Non-monetary,Deferred Revenue,250000,250000 - Deferred Revenue,250000 - Deferred Revenue,,a1J1I000001AuVSUA0,False,,False,Credit,,,,,,,Balance Sheet,,Liabilities
a1I1I000001NHduUAG,0051I000000r0mDQAQ,False,270000 - Notes Payable - Long-term,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Notes Payable - Long-term,&IAUcNk1000000I1I1a,Non-monetary,Notes Payable - Long-term,270000,270000 - Notes Payable - Long-term,270000 - Notes Payable - Long-term,,a1J1I000001AuVWUA0,False,,False,Credit,,,,,,,Balance Sheet,,Liabilities
