Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Accounting_Standard__c,Allocation_Type__c,Allocation__c,Amount_Reference__c,Autonumber__c,Company_Identifier__c,Company_Ledger__c,Company__c,Consolidation_Ledger__c,Default_GL_Account__c,Default_Intercompany__c,Effective_End_Date__c,Effective_Start_Date__c,Expected_Sign__c,ExtId__c,FX_Date_Path__c,FX_Flow__c,GL_Account_Identifier__c,GL_Account_Reference_Value__c,GL_Account__c,Intercompany_Reference_Value__c,Intercompany__c,Line_Type__c,Object_Name__c,Object__c,Raise_Exceptions_for_Blank_Amounts__c,Role__c,Rule_Type__c,Statutory_Ledger__c,SubTransaction_Type__c,Subsidiary_Ledger__c,Suppress_Zero_Amount_Lines__c,Transaction__c,Unique_Key__c
,,,AR-0000001538,,,,,,,,a081I0000001qJdQAI,,,Extended_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQEbt9100000I170a,,,,,a1I1I0000001kMjUAI,,,,Supplier_Invoice__c,Supplier Invoice,False,,DR,False,,False,False,Prepayment,
,,,AR-0000001539,,,,,,,,a081I0000001qJdQAI,,,Extended_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQFbt9100000I170a,,,,,a1I1I0000001kNCUAY,,,,Supplier_Invoice__c,Supplier Invoice,False,,CR,False,,False,False,Prepayment,
,,,AR-0000001540,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQGbt9100000I170a,,,,Item__r.Class__r.Expense_GL_Account__c,,,,,Receiving_Document__c,Receiving Document,False,,DR,False,Expense,False,False,Logical Purchase Order Receipt,
,,,AR-0000001541,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQHbt9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Receiving_Document__c,Receiving Document,False,,CR,False,Expense,False,False,Logical Purchase Order Receipt,
,,,AR-0000001542,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQIbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,Logical Purchase Order Receipt,
,,,AR-0000001543,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQJbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,Purchase Order Receipt,
,,,AR-0000001544,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQKbt9100000I170a,,,,Item__r.Class__r.Expense_GL_Account__c,,,,,Receiving_Document__c,Receiving Document,False,,DR,False,Expense,False,False,Purchase Order Receipt,
,,,AR-0000001545,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQLbt9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Receiving_Document__c,Receiving Document,False,,CR,False,Expense,False,False,Purchase Order Receipt,
,,,AR-0000001546,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQMbt9100000I170a,,,,Purchase_Order_Line__r.Accounting_Segment__r.GL_Account__c,,,,,Receiving_Document__c,Receiving Document,False,,DR,False,Miscellaneous,False,False,Purchase Order Receipt,
,,,AR-0000001547,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQNbt9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Receiving_Document__c,Receiving Document,False,,CR,False,Miscellaneous,False,False,Purchase Order Receipt,
,,,AR-0000001548,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQObt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,Purchase Order Return,
,,,AR-0000001549,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQPbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Expense,False,False,Purchase Order Return,
,,,AR-0000001550,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQQbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Miscellaneous,False,False,Purchase Order Return,
,,,AR-0000001551,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQRbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,RMA Receipt,
,,,AR-0000001552,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQSbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Miscellaneous,False,False,RMA Receipt,
,,,AR-0000001553,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQTbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Expense,False,False,RMA Receipt,
,,,AR-0000001554,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQUbt9100000I170a,,,,,a1I1I0000001kMhUAI,,,,Receiving_Document__c,Receiving Document,False,,DR,False,Receipt,False,False,In-Transit,
,,,AR-0000001555,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQVbt9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Receiving_Document__c,Receiving Document,False,,CR,False,Receipt,False,False,In-Transit,
,,,AR-0000001556,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQWbt9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Receiving_Document__c,Receiving Document,False,,DR,False,Return,False,False,In-Transit,
,,,AR-0000001557,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQXbt9100000I170a,,,,,a1I1I0000001kMhUAI,,,,Receiving_Document__c,Receiving Document,False,,CR,False,Return,False,False,In-Transit,
,,,AR-0000001558,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQYbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,In-Transit Purchase Order Receipt,
,,,AR-0000001559,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQZbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,Transfer Order Receipt,
,,,AR-0000001560,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQabt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,Return Receipt,
,,,AR-0000001561,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQbbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,Logical Purchase Order Return,
,,,AR-0000001562,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQcbt9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Credit Applied,False,False,Receipt,
,,,AR-0000001563,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQdbt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Credit Applied,False,False,Receipt,
,,,AR-0000001564,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQebt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Debit Applied,False,False,Receipt,
,,,AR-0000001565,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQfbt9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Debit Applied,False,False,Receipt,
,,,AR-0000001566,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQgbt9100000I170a,,,,,a1I1I0000001kNnUAI,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Earned Terms Discount,False,False,Receipt,
,,,AR-0000001567,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQhbt9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Earned Terms Discount,False,False,Receipt,
,,,AR-0000001568,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQibt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Overpayment,False,False,Receipt,
,,,AR-0000001569,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQjbt9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Overpayment,False,False,Receipt,
,,,AR-0000001570,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQkbt9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Overpayment Applied,False,False,Receipt,
,,,AR-0000001571,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQlbt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Overpayment Applied,False,False,Receipt,
,,,AR-0000001572,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQmbt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Prepayment,False,False,Receipt,
,,,AR-0000001573,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQnbt9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Prepayment,False,False,Receipt,
,,,AR-0000001574,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQobt9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Prepayment Applied,False,False,Receipt,
,,,AR-0000001575,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQpbt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Prepayment Applied,False,False,Receipt,
,,,AR-0000001576,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQqbt9100000I170a,,,,,a1I1I0000001kNnUAI,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Unearned Terms Discount,False,False,Receipt,
,,,AR-0000001577,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQrbt9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Unearned Terms Discount,False,False,Receipt,
,,,AR-0000001578,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQsbt9100000I170a,,,,Reason_Code__r.GL_Account__c,,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Writeoff,False,False,Receipt,
,,,AR-0000001579,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQtbt9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Writeoff,False,False,Receipt,
,,,AR-0000001580,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQubt9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Rounding,False,False,Receipt,
,,,AR-0000001581,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQvbt9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Rounding,False,False,Receipt,
,,,AR-0000001582,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQwbt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Claim Payment,False,False,Receipt,
,,,AR-0000001583,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQxbt9100000I170a,,,,Reason_Code__r.GL_Account__c,,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Claim Payment,False,False,Receipt,
,,,AR-0000001584,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQybt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Unapplied Prepayment,False,False,Refund,
,,,AR-0000001585,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQzbt9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Unapplied Prepayment,False,False,Refund,
,,,AR-0000001586,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ0ct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Applied Prepayment,False,False,Refund,
,,,AR-0000001587,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ1ct9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Applied Prepayment,False,False,Refund,
,,,AR-0000001588,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ2ct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Applied Payment,False,False,Refund,
,,,AR-0000001589,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ3ct9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Applied Payment,False,False,Refund,
,,,AR-0000001590,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ4ct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Unapplied Overpayment,False,False,Refund,
,,,AR-0000001591,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ5ct9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Unapplied Overpayment,False,False,Refund,
,,,AR-0000001592,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ6ct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Credit,False,False,Refund,
,,,AR-0000001593,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ7ct9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Credit,False,False,Refund,
,,,AR-0000001594,,,,,,,,a081I0000001qJdQAI,,,Amount__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ8ct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Allowance Accrual,False,False,Refund,
,,,AR-0000001595,,,,,,,,a081I0000001qJdQAI,,,Amount__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ9ct9100000I170a,,,,,a1I1I0000001kNGUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Allowance Accrual,False,False,Refund,
,,,AR-0000001596,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQAct9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Credit Applied,False,False,Claim Settlement,
,,,AR-0000001597,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQBct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Credit Applied,False,False,Claim Settlement,
,,,AR-0000001598,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQCct9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Debit Applied,False,False,Claim Settlement,
,,,AR-0000001599,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQDct9100000I170a,,,,Reason_Code__r.GL_Account__c,,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Debit Applied,False,False,Claim Settlement,
,,,AR-0000001600,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQEct9100000I170a,,,,Claim__r.AR_Reason_Code__r.GL_Account__c,,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Credit Applied - Claim,False,False,Claim Settlement,
,,,AR-0000001601,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQFct9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Credit Applied - Claim,False,False,Claim Settlement,
,,,AR-0000001602,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQGct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Debit Applied - Claim,False,False,Claim Settlement,
,,,AR-0000001603,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQHct9100000I170a,,,,Claim__r.AR_Reason_Code__r.GL_Account__c,,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Debit Applied - Claim,False,False,Claim Settlement,
,,,AR-0000001604,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQIct9100000I170a,,,,Claim__r.AR_Reason_Code__r.GL_Account__c,,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Prepayment Applied,False,False,Claim Settlement,
,,,AR-0000001605,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQJct9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Prepayment Applied,False,False,Claim Settlement,
,,,AR-0000001606,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQKct9100000I170a,,,,Claim__r.AR_Reason_Code__r.GL_Account__c,,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Overpayment Applied,False,False,Claim Settlement,
,,,AR-0000001607,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQLct9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Overpayment Applied,False,False,Claim Settlement,
,,,AR-0000001608,,,,,,,,a081I0000001qJdQAI,,,Amount__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQMct9100000I170a,,,,,a1I1I0000001kNGUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Allowance Accrual Applied,False,False,Claim Settlement,
,,,AR-0000001609,,,,,,,,a081I0000001qJdQAI,,,Amount__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQNct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Allowance Accrual Applied,False,False,Claim Settlement,
,,,AR-0000001610,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQOct9100000I170a,,,,,a1I1I0000001kNCUAY,,,,Supplier_Payment__c,Supplier Payment,False,,DR,False,Credit Memo,False,False,Supplier Payment,
,,,AR-0000001611,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQPct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Supplier_Payment__c,Supplier Payment,False,,CR,False,Credit Memo,False,False,Supplier Payment,
,,,AR-0000001612,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQQct9100000I170a,,,,,a1I1I0000001kNCUAY,,,,Supplier_Payment__c,Supplier Payment,False,,DR,False,Earned Terms Discount,False,False,Supplier Payment,
,,,AR-0000001462,,,,,,,,a081I0000001qJdQAI,,,Amount__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ0at9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Invoice__c,Customer Invoice,False,,DR,False,Goods,False,False,Standard,
,,,AR-0000001464,,,,,,,,a081I0000001qJdQAI,,,Sales_Tax__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ2at9100000I170a,,,,,a1I1I0000001kNHUAY,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Goods,False,False,Standard,
,,,AR-0000001465,,,,,,,,a081I0000001qJdQAI,,,Value_Added_Tax__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ3at9100000I170a,,,,,a1I1I0000001kNIUAY,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Goods,False,False,Standard,
,,,AR-0000001468,,,,,,,,a081I0000001qJdQAI,Line,Discount,Allowance_Amount__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ6at9100000I170a,,,,,a1I1I0000001kNnUAI,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Goods,False,False,Standard,
,,,AR-0000001469,,,,,,,,a081I0000001qJdQAI,,,Amount__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ7at9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Invoice__c,Customer Invoice,False,,DR,False,Expense,False,False,Standard,
,,,AR-0000001471,,,,,,,,a081I0000001qJdQAI,,,Sales_Tax__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ9at9100000I170a,,,,,a1I1I0000001kNHUAY,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Expense,False,False,Standard,
,,,AR-0000001472,,,,,,,,a081I0000001qJdQAI,,,Value_Added_Tax__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQAat9100000I170a,,,,,a1I1I0000001kNIUAY,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Expense,False,False,Standard,
,,,AR-0000001475,,,,,,,,a081I0000001qJdQAI,Line,Discount,Allowance_Amount__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQDat9100000I170a,,,,,a1I1I0000001kNnUAI,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Expense,False,False,Standard,
,,,AR-0000001476,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQEat9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Invoice__c,Customer Invoice,False,,DR,False,Miscellaneous,False,False,Manual,
,,,AR-0000001477,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQFat9100000I170a,,,,Accounting_Segment__r.GL_Account__c,,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Miscellaneous,False,False,Manual,
,,,AR-0000001478,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQGat9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Invoice__c,Customer Invoice,False,,DR,False,Expense,False,False,Manual,
,,,AR-0000001479,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQHat9100000I170a,,,,Product__r.Item__r.Class__r.Revenue_GL_Account__c,,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Expense,False,False,Manual,
,,,AR-0000001480,,,,,,,,a081I0000001qJdQAI,,,Amount__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQIat9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Invoice__c,Customer Invoice,False,,DR,False,Goods,False,False,RMA-Credit,
,,,AR-0000001613,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQRct9100000I170a,,,,,a1I1I0000001kO1UAI,,,,Supplier_Payment__c,Supplier Payment,False,,CR,False,Earned Terms Discount,False,False,Supplier Payment,
,,,AR-0000001614,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQSct9100000I170a,,,,,a1I1I0000001kNCUAY,,,,Supplier_Payment__c,Supplier Payment,False,,DR,False,Unearned Terms Discount,False,False,Supplier Payment,
