Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,KSPRING17__Accounting_Standard__c,KSPRING17__Allocation_Type__c,KSPRING17__Allocation__c,KSPRING17__Amount_Reference__c,KSPRING17__Autonumber__c,KSPRING17__Company_Identifier__c,KSPRING17__Company_Ledger__c,KSPRING17__Company__c,KSPRING17__Consolidation_Ledger__c,KSPRING17__Default_GL_Account__c,KSPRING17__Default_Intercompany__c,KSPRING17__Effective_End_Date__c,KSPRING17__Effective_Start_Date__c,KSPRING17__Expected_Sign__c,KSPRING17__ExtId__c,KSPRING17__FX_Date_Path__c,KSPRING17__FX_Flow__c,KSPRING17__GL_Account_Identifier__c,KSPRING17__GL_Account_Reference_Value__c,KSPRING17__GL_Account__c,KSPRING17__Intercompany_Reference_Value__c,KSPRING17__Intercompany__c,KSPRING17__Line_Type__c,KSPRING17__Object_Name__c,KSPRING17__Object__c,KSPRING17__Raise_Exceptions_for_Blank_Amounts__c,KSPRING17__Role__c,KSPRING17__Rule_Type__c,KSPRING17__Statutory_Ledger__c,KSPRING17__SubTransaction_Type__c,KSPRING17__Subsidiary_Ledger__c,KSPRING17__Suppress_Zero_Amount_Lines__c,KSPRING17__Transaction__c,KSPRING17__Unique_Key__c
a071I0000019tbTQAQ,0051I000000ROnuQAG,False,AR-0000001553,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001553,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQTbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Expense,False,False,RMA Receipt,a081I0000001qJdQAI|Receiving_Document__c||RMA Receipt|Expense||NA||2015-09-01 04:04:12
a071I0000019tbUQAQ,0051I000000ROnuQAG,False,AR-0000001554,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,Purchase_Price__c,0000001554,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQUbt9100000I170a,,,,,a1I1I0000001kMhUAI,,,,Receiving_Document__c,Receiving Document,False,,DR,False,Receipt,False,False,In-Transit,a081I0000001qJdQAI|Receiving_Document__c||In-Transit|Receipt||DR|-704566336|2015-09-01 04:04:12
a071I0000019tbVQAQ,0051I000000ROnuQAG,False,AR-0000001555,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,Purchase_Price__c,0000001555,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQVbt9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Receiving_Document__c,Receiving Document,False,,CR,False,Receipt,False,False,In-Transit,a081I0000001qJdQAI|Receiving_Document__c||In-Transit|Receipt||CR|-704566336|2015-09-01 04:04:12
a071I0000019tbWQAQ,0051I000000ROnuQAG,False,AR-0000001556,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,Purchase_Price__c,0000001556,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQWbt9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Receiving_Document__c,Receiving Document,False,,DR,False,Return,False,False,In-Transit,a081I0000001qJdQAI|Receiving_Document__c||In-Transit|Return||DR|-704566336|2015-09-01 04:04:12
a071I0000019tbXQAQ,0051I000000ROnuQAG,False,AR-0000001557,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,Purchase_Price__c,0000001557,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQXbt9100000I170a,,,,,a1I1I0000001kMhUAI,,,,Receiving_Document__c,Receiving Document,False,,CR,False,Return,False,False,In-Transit,a081I0000001qJdQAI|Receiving_Document__c||In-Transit|Return||CR|-704566336|2015-09-01 04:04:12
a071I0000019tbYQAQ,0051I000000ROnuQAG,False,AR-0000001558,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001558,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQYbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,In-Transit Purchase Order Receipt,a081I0000001qJdQAI|Receiving_Document__c||In-Transit Purchase Order Receipt|Goods||NA||2015-09-01 04:04:12
a071I0000019tbZQAQ,0051I000000ROnuQAG,False,AR-0000001559,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001559,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQZbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,Transfer Order Receipt,a081I0000001qJdQAI|Receiving_Document__c||Transfer Order Receipt|Goods||NA||2015-09-01 04:04:12
a071I0000019tbaQAA,0051I000000ROnuQAG,False,AR-0000001560,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001560,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQabt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,Return Receipt,a081I0000001qJdQAI|Receiving_Document__c||Return Receipt|Goods||NA||2015-09-01 04:04:12
a071I0000019tbbQAA,0051I000000ROnuQAG,False,AR-0000001561,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001561,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQbbt9100000I170a,,,,,,,,,Receiving_Document__c,Receiving Document,False,,NA,False,Goods,False,False,Logical Purchase Order Return,a081I0000001qJdQAI|Receiving_Document__c||Logical Purchase Order Return|Goods||NA||2015-09-01 04:04:12
a071I0000019tbcQAA,0051I000000ROnuQAG,False,AR-0000001562,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001562,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQcbt9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Credit Applied,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Credit Applied||DR||2015-09-01 04:04:12
a071I0000019tbdQAA,0051I000000ROnuQAG,False,AR-0000001563,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001563,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQdbt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Credit Applied,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Credit Applied||CR||2015-09-01 04:04:12
a071I0000019tbeQAA,0051I000000ROnuQAG,False,AR-0000001564,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001564,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQebt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Debit Applied,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Debit Applied||DR||2015-09-01 04:04:12
a071I0000019tbfQAA,0051I000000ROnuQAG,False,AR-0000001565,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001565,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQfbt9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Debit Applied,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Debit Applied||CR||2015-09-01 04:04:12
a071I0000019tbgQAA,0051I000000ROnuQAG,False,AR-0000001566,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001566,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQgbt9100000I170a,,,,,a1I1I0000001kNnUAI,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Earned Terms Discount,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Earned Terms Discount||DR||2015-09-01 04:04:12
a071I0000019tbhQAA,0051I000000ROnuQAG,False,AR-0000001567,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001567,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQhbt9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Earned Terms Discount,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Earned Terms Discount||CR||2015-09-01 04:04:12
a071I0000019tbiQAA,0051I000000ROnuQAG,False,AR-0000001568,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001568,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQibt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Overpayment,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Overpayment||DR||2015-09-01 04:04:12
a071I0000019tbjQAA,0051I000000ROnuQAG,False,AR-0000001569,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001569,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQjbt9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Overpayment,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Overpayment||CR||2015-09-01 04:04:12
a071I0000019tbkQAA,0051I000000ROnuQAG,False,AR-0000001570,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001570,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQkbt9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Overpayment Applied,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Overpayment Applied||DR||2015-09-01 04:04:12
a071I0000019tblQAA,0051I000000ROnuQAG,False,AR-0000001571,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001571,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQlbt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Overpayment Applied,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Overpayment Applied||CR||2015-09-01 04:04:12
a071I0000019tbmQAA,0051I000000ROnuQAG,False,AR-0000001572,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001572,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQmbt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Prepayment,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Prepayment||DR||2015-09-01 04:04:12
a071I0000019tbnQAA,0051I000000ROnuQAG,False,AR-0000001573,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001573,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQnbt9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Prepayment,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Prepayment||CR||2015-09-01 04:04:12
a071I0000019tboQAA,0051I000000ROnuQAG,False,AR-0000001574,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001574,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQobt9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Prepayment Applied,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Prepayment Applied||DR||2015-09-01 04:04:12
a071I0000019tbpQAA,0051I000000ROnuQAG,False,AR-0000001575,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001575,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQpbt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Prepayment Applied,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Prepayment Applied||CR||2015-09-01 04:04:12
a071I0000019tbqQAA,0051I000000ROnuQAG,False,AR-0000001576,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001576,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQqbt9100000I170a,,,,,a1I1I0000001kNnUAI,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Unearned Terms Discount,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Unearned Terms Discount||DR||2015-09-01 04:04:12
a071I0000019tbrQAA,0051I000000ROnuQAG,False,AR-0000001577,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001577,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQrbt9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Unearned Terms Discount,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Unearned Terms Discount||CR||2015-09-01 04:04:12
a071I0000019tbsQAA,0051I000000ROnuQAG,False,AR-0000001578,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001578,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQsbt9100000I170a,,,,Reason_Code__r.GL_Account__c,,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Writeoff,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Writeoff||DR||2015-09-01 04:04:12
a071I0000019tbtQAA,0051I000000ROnuQAG,False,AR-0000001579,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001579,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQtbt9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Writeoff,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Writeoff||CR||2015-09-01 04:04:12
a071I0000019tbuQAA,0051I000000ROnuQAG,False,AR-0000001580,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001580,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQubt9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Rounding,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Rounding||DR||2015-09-01 04:04:12
a071I0000019tbvQAA,0051I000000ROnuQAG,False,AR-0000001581,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001581,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQvbt9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Rounding,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Rounding||CR||2015-09-01 04:04:12
a071I0000019tbwQAA,0051I000000ROnuQAG,False,AR-0000001582,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001582,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQwbt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Claim Payment,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Claim Payment||DR||2015-09-01 04:04:12
a071I0000019tbxQAA,0051I000000ROnuQAG,False,AR-0000001583,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-12-04T20:37:17.000+0000,0051I000000RRW1QAO,2017-12-05T11:19:45.000+0000,,,a081I0000001qJdQAI,,,,0000001583,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQxbt9100000I170a,,,,Claim__r.AR_Reason_Code__r.GL_Account__c,,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Claim Payment,False,False,Receipt,a081I0000001qJdQAI|Customer_Receipt__c||Receipt|Claim Payment||CR||2015-09-01 04:04:12
a071I0000019tbyQAA,0051I000000ROnuQAG,False,AR-0000001584,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001584,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQybt9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Unapplied Prepayment,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Unapplied Prepayment||DR||2015-09-01 04:04:12
a071I0000019tbzQAA,0051I000000ROnuQAG,False,AR-0000001585,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001585,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQzbt9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Unapplied Prepayment,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Unapplied Prepayment||CR||2015-09-01 04:04:12
a071I0000019tc0QAA,0051I000000ROnuQAG,False,AR-0000001586,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001586,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ0ct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Applied Prepayment,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Applied Prepayment||DR||2015-09-01 04:04:12
a071I0000019tc1QAA,0051I000000ROnuQAG,False,AR-0000001587,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001587,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ1ct9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Applied Prepayment,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Applied Prepayment||CR||2015-09-01 04:04:12
a071I0000019tc2QAA,0051I000000ROnuQAG,False,AR-0000001588,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001588,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ2ct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Applied Payment,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Applied Payment||DR||2015-09-01 04:04:12
a071I0000019tc3QAA,0051I000000ROnuQAG,False,AR-0000001589,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001589,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ3ct9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Applied Payment,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Applied Payment||CR||2015-09-01 04:04:12
a071I0000019tc4QAA,0051I000000ROnuQAG,False,AR-0000001590,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001590,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ4ct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Unapplied Overpayment,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Unapplied Overpayment||DR||2015-09-01 04:04:12
a071I0000019tc5QAA,0051I000000ROnuQAG,False,AR-0000001591,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001591,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ5ct9100000I170a,,,,,a1I1I0000001kNWUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Unapplied Overpayment,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Unapplied Overpayment||CR||2015-09-01 04:04:12
a071I0000019tc6QAA,0051I000000ROnuQAG,False,AR-0000001592,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001592,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ6ct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Credit,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Credit||DR||2015-09-01 04:04:12
a071I0000019tc7QAA,0051I000000ROnuQAG,False,AR-0000001593,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001593,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ7ct9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Credit,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Credit||CR||2015-09-01 04:04:12
a071I0000019tc8QAA,0051I000000ROnuQAG,False,AR-0000001594,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,Amount__c,0000001594,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ8ct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Customer_Receipt__c,Customer Receipt,False,,DR,False,Refund Allowance Accrual,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Allowance Accrual||DR|1629939120|2015-09-01 04:04:12
a071I0000019tc9QAA,0051I000000ROnuQAG,False,AR-0000001595,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,Amount__c,0000001595,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ9ct9100000I170a,,,,,a1I1I0000001kNGUAY,,,,Customer_Receipt__c,Customer Receipt,False,,CR,False,Refund Allowance Accrual,False,False,Refund,a081I0000001qJdQAI|Customer_Receipt__c||Refund|Refund Allowance Accrual||CR|1629939120|2015-09-01 04:04:12
